	cg00109299	cg03026011	cg05981379	cg09439964	cg11072836	cg11847078	cg18258443	cg19631845	cg19983627	cg20092936	cg22289432	cg24532901	cg25960393
63424	0.927199368476449	0.823318170936079	0.85308794333852	0.845693700839447	0.904143102243121	0.900788031767531	0.0174725841832843	0.0317774061122092	0.0115138592750533	0.770433015569435	0.191372549019608	0.389915470807942	0.344508507570433
63427	0.910198460343245	0.816473364925414	0.845724453127726	0.817657449799921	0.893451594640498	0.868601879119338	0.0136158035631866	0.0142092217432797	0.0267465734420953	0.455452922753912	0.69647853352629	0.57492391965916	0.6532167495588
63437	0.910942461085728	0.811526298204309	0.84055713369376	0.832468094311053	0.928179162609542	0.805770236504155	0.0127932822919239	0.0302364352834192	0.0151815889705488	0.457901217394888	0.594848561120899	0.654038250700451	0.506485484867202
63429	0.92299553611697	0.811746373850467	0.829621679635095	0.835574403530547	0.922057400838439	0.883537979057035	0.0205456095481671	0.0182072213479552	0.0163056358723989	0.499564465334667	0.569113100573005	0.566597737501521	0.352089480546216
63459	0.938317201131837	0.799820143884892	0.84431874721764	0.818788469742215	0.918172334629382	0.889984486340091	0.0214034619320963	0.0928207958121678	0.0316420050176642	0.251362725762117	0.430057334455244	0.40620562355828	0.509031556039173
63456	0.930437143632908	0.7818492427587	0.85898301423132	0.801131621176605	0.920863507789651	0.762352941176471	0.0172455960032368	0.0570618839230562	0.0163192605786357	0.226732340861951	0.468210460202486	0.51340016566766	0.779781955159549
63464	0.937610180696342	0.778359694144757	0.861590561503168	0.811315308380641	0.898224859173133	0.852588992370143	0.015260807694195	0.0478217897057705	0.0279219530949635	0.420909235299148	0.665735645077506	0.372381992683373	0.349214574898785
63484	0.943957432147916	0.857574129044591	0.832972958543552	0.848100842583924	0.910227446211686	0.895277991584673	0.0255279406423494	0.0228115428018701	0.018952928382787	0.79748742190107	0.506087831023087	0.490455556856775	0.386242416864612
63494	0.956486238219984	0.834307178631052	0.885200342047398	0.912501147890328	0.94830873572626	0.955915770337828	0.0138710786261066	0.0510657874559117	0.0287848271231957	0.941065688216385	0.707549741073862	0.451019821890261	0.16233659459015
60985	0.933991865194654	0.871171677437482	0.856504015575566	0.885520526379526	0.936015775782496	0.870152330832222	0.00312344243229772	0.0207575935264454	0.0183266416267323	0.654353736985211	0.509204078929943	0.639078805325657	0.376438534423163
60997	0.928754586714515	0.915684061761728	0.817530654364453	0.916111089946284	0.919713966177517	0.915425110965833	0.0161971830985915	0.0582681961222211	0.0199809799102774	0.789873038587617	0.530250805463618	0.496016857810665	0.547981065767769
61098	0.92923710800824	0.896177754265309	0.826217267851509	0.903233947434834	0.905020594312946	0.940959760319138	0.0241564792176039	0.0287507961059048	0.0127154878768808	0.674060595235437	0.596191169335274	0.565495706479313	0.442579039875971
61093	0.936671372981163	0.874442028156118	0.830385988777419	0.898918649143237	0.917504089740594	0.733937562940584	0.0117802430005283	0.0249432775866775	0.013739421168112	0.736758264975552	0.810336048879837	0.645411699473247	0.576514445479963
61091	0.93687235841082	0.862537047483457	0.816414292788449	0.90172179595433	0.939836584959146	0.911075920455584	0.0132072022667032	0.0191088129703237	0.0178856445404187	0.463997945491317	0.469832857725234	0.6181220914317	0.500421625853366
61097	0.937614678899083	0.898310780372227	0.826535667107001	0.899731749766677	0.927876041514399	0.864452608376194	0.0093167701863354	0.0239670772996714	0.00855861363329236	0.538492771161073	0.628441454184028	0.586767361466024	0.41968196819682
61161	0.910347826086957	0.882205513784461	0.91406979706207	0.907384350158031	0.908929744733035	0.896756021756022	0.0204101127973594	0.0371923427529626	0.0148378342889657	0.717721768886549	0.618936748156771	0.485133020344288	0.508074889238245
61173	0.943174100067919	0.923030303030303	0.861846649781257	0.940978990686593	0.921238144065624	0.925723543302762	0.0105292792792793	0.0370248369457804	0.025849534169853	0.665819816298612	0.658470535418622	0.529472864191119	0.452918202950705
58709	0.925969977852514	0.892294091645793	0.864780271893772	0.900116530714167	0.915841201052469	0.870307532949959	0.0138241198470788	0.0169155671548016	0.00699255837823967	0.552047543078312	0.416030628556163	0.457671957671958	0.549696214363608
58710	0.951696095779526	0.896673017734135	0.823896367489479	0.909160991905435	0.929929442946236	0.904180631504675	0.00873942142817634	0.0255993498577814	0.0150809492126857	0.577177625960717	0.180197389366444	0.627725856697819	0.521951866088504
58713	0.938660130718954	0.868697909550485	0.836288193134666	0.899314869839502	0.942584909640672	0.802148122552407	0.0178626266762207	0.0854438475313379	0.00733576047383579	0.331102489492402	0.501960784313725	0.666617210682493	0.526288783224438
58718	0.924798140564936	0.901972433460076	0.827009211527085	0.914242478172677	0.928675249169435	0.884229289802045	0.00751210833250964	0.0426127278541733	0.00372052306177163	0.749666495638789	0.809812082229789	0.609633155978717	0.587679840675755
58715	0.922774133083411	0.884233412489974	0.859589631588022	0.904461574398505	0.924097955823844	0.872028389284929	0.0153549179608669	0.0133490737377406	0.00768073070735378	0.595713328868051	0.754224535618209	0.559588374356835	0.773412729100611
58747	0.92576679005817	0.88543013378535	0.861394307266191	0.914963919483479	0.906719874581344	0.893294967478944	0.018849107409993	0.0281229561805101	0.013762840331106	0.419638242894057	0.384283106054995	0.4419595314164	0.551245053404698
58777	0.940102465357769	0.880866863357136	0.825949851513945	0.907052726805309	0.923191173350308	0.868028232467337	0.0121485214595346	0.0254273687827506	0.0182843902684733	0.356556675070541	0.615470712597936	0.559670008433407	0.66760548174368
58782	0.948502012222388	0.872348076231571	0.836389708518325	0.877241580405307	0.94936604643504	0.889397519196692	0.0137675766082883	0.0125857130457426	0.0125642792768913	0.843037295411859	0.828444538631997	0.706145110431608	0.705066114155915
63487	0.925750287920873	0.840842048806651	0.847586057588223	0.874194440234435	0.903695549614719	0.752269395098998	0.0137350465219318	0.0349498010986929	0.023460752845054	0.725199967214537	0.777602523659306	0.703402459020478	0.697367939378409
63491	0.939266796035034	0.790016950864943	0.865984540955347	0.861280019654812	0.908564298151065	0.866172673178399	0.00788463970991272	0.03259780179548	0.0140034890848225	0.726073519683251	0.729508196721312	0.400999138439178	0.223697377149395
63517	0.934215270266522	0.844056017689797	0.856329651656754	0.884325866569538	0.932390993253702	0.818225383373688	0.0113614242359311	0.0428149012678531	0.0118201126604488	0.304971888435674	0.3847983014862	0.582207441280399	0.52527502750275
63526	0.914671262491826	0.83252552335774	0.862181710096106	0.850275995822766	0.905036482387342	0.894801036743406	0.0138432254715349	0.0410473100430091	0.0243924392439244	0.681249259608505	0.701413917382867	0.411964163223047	0.544718919356143
63540	0.922555637590971	0.816730038022814	0.849097532026358	0.845592723369657	0.935958021357555	0.82623734794317	0.0151007834996317	0.0139798743837374	0.0204797614348989	0.329065997280619	0.330811289789059	0.537075900664568	0.6219736143582
63541	0.918944365982665	0.849893074518835	0.836579441822098	0.861704507325803	0.888072966751173	0.840743693265101	0.0177711575759084	0.00980191954257709	0.025143693924991	0.542671559947227	0.399566827359743	0.686268937465803	0.486665151900356
63545	0.917928630910156	0.823171262068366	0.83923006855554	0.878414162235864	0.909416939844779	0.886465957393295	0.0105337927184788	0.0225929054054054	0.0210096416992969	0.661647199272856	0.719029628156691	0.709549842968477	0.465450707800275
63554	0.943437254388263	0.857511986073324	0.858581743283312	0.908560908254066	0.891786621507197	0.869630589760207	0.0214460784313725	0.0503923278116827	0.0187164589524105	0.648408204080302	0.576371308016878	0.451858108108108	0.227994585022568
63556	0.912039986884101	0.832761087267525	0.830037714567692	0.850458198945374	0.926060429982568	0.864119462115729	0.0156021452949781	0.0210651828298887	0.0214701302958289	0.489071781617014	0.336335160532498	0.462113312478276	0.316319063300402
63555	0.918327458197707	0.802067867073401	0.836809176225235	0.839827894138659	0.908650893985913	0.837268525796208	0.0173697270471464	0.0177377414561664	0.019134241612258	0.523544441190615	0.634901011493407	0.634717650037984	0.50800536688095
63552	0.928603043818733	0.818071241040173	0.839589442815249	0.839531457726995	0.924398146535205	0.883669486011711	0.0228258726089529	0.0774775209587197	0.013307130825379	0.414977269934881	0.613124488124488	0.647116168739923	0.574740634889282
63551	0.936703326270474	0.828042733732045	0.866919511167299	0.85040797824116	0.932133268716756	0.899918496222766	0.019518927444795	0.0399811853245532	0.025067002995428	0.543562554403735	0.493659924081975	0.481810334196572	0.542752453072453
63548	0.922022990239518	0.831327961143614	0.856387443343965	0.824603487164799	0.93301271777921	0.79182803446516	0.0174820374353576	0.0405495105833651	0.024828152251975	0.245262036050229	0.481204660364915	0.718877586628049	0.619124070111179
63557	0.923634528761661	0.806967386700551	0.874657299520219	0.846685410385827	0.937680164722032	0.893181211635975	0.0226257668711656	0.0196785831420138	0.01051567239636	0.441752218230079	0.544794158634877	0.460033808258875	0.642035739430717
63564	0.927497759084327	0.82460368302777	0.848899631805278	0.848909418360266	0.902959349593496	0.856545225874545	0.0238663484486874	0.0335785563405929	0.0103840772794702	0.499792948140212	0.543228039809606	0.666160273452336	0.52112676056338
63567	0.936182262331756	0.847361248814924	0.845337859340193	0.834375558334822	0.926781415565862	0.84339028232158	0.0154231815091774	0.028146521608943	0.0171607426707963	0.435263729490152	0.798452611218569	0.665399920792756	0.432899253804568
60311	0.933001691507143	0.855553682791168	0.857384851173671	0.816242002884509	0.904860806007109	0.869234761910587	0.00735369216627515	0.044875808808182	0.0228384085352301	0.357356225167484	0.536195437398958	0.382753646417695	0.429188499273772
60301	0.918364543747997	0.824786832570477	0.824588763878059	0.826630762899772	0.89977239809642	0.771018384631274	0.0173526248900186	0.0168384609331969	0.0153970826580227	0.229701190743653	0.253290529695024	0.529727793696275	0.544147926844039
60333	0.919314469944428	0.806236231578086	0.851020559088892	0.817742951094942	0.885300668151448	0.878573061971187	0.0208455666470934	0.0490212186369687	0.0143029286949232	0.720580326398677	0.686006234845861	0.767857142857143	0.747974590314859
60332	0.923173193379088	0.788914091295719	0.875202536104262	0.811351444886659	0.901313294957085	0.788926740304876	0.0106684607621702	0.0322493953238377	0.0171671620375115	0.72571848027162	0.536895674300254	0.66742190506024	0.444890277679142
60374	0.909175920514319	0.842430245003472	0.830724655938022	0.79386429896634	0.897835828672665	0.79232902658459	0.0121624786595311	0.0358036407557588	0.00757423756019262	0.391083290052757	0.501168527655155	0.405007824726135	0.422764816693233
60391	0.932226674298798	0.822599687285611	0.864414100136217	0.801770357309921	0.894364953188483	0.902383273387341	0.0246893092738433	0.0288216219054829	0.011183048852266	0.831801981492986	0.211445296729915	0.559057481614888	0.364268799025397
60393	0.927268707858959	0.807890228274732	0.854535766617823	0.818522926732567	0.904392177246443	0.895258577237138	0.0130704410844215	0.0191909181007298	0.022559571368144	0.765605471128516	0.613970397908816	0.479652020053082	0.289715073037542
60407	0.925539575345932	0.846390484003281	0.903780690953864	0.888910267102099	0.937961177074301	0.895081766176997	0.0150981967993383	0.0712887894883981	0.0295748613678373	0.799636780875525	0.661084043848965	0.647721705046546	0.651542959580008
60409	0.911723656664341	0.804782237403928	0.831166907380661	0.82388682413537	0.896224493951859	0.81583210881278	0.0106161066825598	0.0265471167369902	0.0161150365687368	0.26571179773594	0.345586107091172	0.486999022482893	0.421781454229697
60406	0.882870797350549	0.768462469733656	0.834073271972568	0.809444551964389	0.876707730522641	0.818267883515734	0.0157229122139492	0.00919383672427003	0.0108961074170913	0.388524090543873	0.392193947730399	0.578970817554021	0.306014386523434
60804	0.895975878464571	0.759468170829976	0.827279891109678	0.802289130276299	0.899440366812532	0.887109577221743	0.0178366854177905	0.0284947952596192	0.0223464668602072	0.431711791620308	0.387643645465923	0.506832956302112	0.61875
60821	0.902808302808303	0.775910035028179	0.855110576009125	0.813830135551044	0.922521361725214	0.83601657496094	0.0129887460522219	0.0129520483155061	0.0163472026033937	0.547180791492658	0.597790610092895	0.538115775079341	0.275226990593544
60832	0.89757900003849	0.777282596274711	0.83222547194895	0.77472056467035	0.900603035974215	0.79127232890052	0.0168920056135317	0.0666384599111487	0.0309435280612881	0.287595287595288	0.712361503367369	0.673461012311901	0.537353943927708
60857	0.91294071939651	0.819777380584623	0.847379506120082	0.814152943094733	0.889345132743363	0.757854092318493	0.018607132330895	0.02686098014002	0.0218724859211585	0.72636386403406	0.84563158021984	0.758750881300957	0.592858914779489
60884	0.905062632291197	0.818449470529973	0.844119020615118	0.824321632529243	0.910375012434099	0.814802844214609	0.0207672077627641	0.0218434433860918	0.00881483472184896	0.532235985888321	0.234671890303624	0.499731327243418	0.419878803023677
60889	0.922747840394899	0.841330676069293	0.825681826326918	0.824200519111575	0.897550980583472	0.84892164693922	0.0160866002501402	0.0240087273332102	0.0195479836525678	0.664863550720233	0.629826254826255	0.545987376014427	0.399058894960534
63578	0.941272430668842	0.810821027796124	0.82795881421136	0.808012469737671	0.909542307042729	0.864464831804281	0.016057827584534	0.0236347108593805	0.00756054341405789	0.575854543507076	0.566194111232279	0.597492383407546	0.362558438918626
63575	0.927579541170588	0.752454733807765	0.831215321281546	0.783568209682857	0.919793320049981	0.856439016719954	0.00813884414666879	0.0251284702490305	0.0271186440677966	0.68057932433289	0.512249049261519	0.585045312379225	0.339555861809754
63582	0.938567500290818	0.793201133144476	0.834484289449021	0.794206415881017	0.936107172070787	0.852620541438393	0.00078648739747575	0.0224738984250575	0.0258859924480233	0.753741732733641	0.632353568199676	0.538664718685198	0.53257943357907
63612	0.926271306695277	0.786692759295499	0.84533378254801	0.795370211794257	0.940408233869573	0.82775838665891	0.0126905611417451	0.0400558105421186	0.0151726196398368	0.702782352431308	0.807521315342955	0.605545710413843	0.337616338327017
63645	0.915218652448963	0.838013395046179	0.839187293315964	0.781865279130183	0.911000997458091	0.901259528428185	0.0205081557131339	0.028759775800985	0.021577882670263	0.422490736541243	0.59475825527486	0.447556759589166	0.655312754367291
63693	0.911115710005735	0.69168506254599	0.841232389549993	0.860573461522172	0.948190827379581	0.930033444816054	0.0153079757148046	0.0578665793208866	0.0157596319385105	0.705482881642361	0.481979558902636	0.469214437367304	0.655489406408685
61215	0.947058035115936	0.87635488007005	0.826269212855147	0.908761941522725	0.916777007555105	0.844533560173371	0.0249893855765148	0.0298068077276909	0.00791683877185736	0.516597072841537	0.468151913875598	0.489119584747455	0.494675481856604
61241	0.939433685672402	0.873700477662265	0.848337540120283	0.917974620136918	0.902580410083143	0.90535823527295	0.00681173560695815	0.0297663903541824	0.0188535544410755	0.65123800202217	0.680864793697677	0.556974858069749	0.365261592724506
61255	0.921280015424993	0.867770700636943	0.856532248555595	0.924263265391188	0.908948641343008	0.741295622141324	0.0319077172153265	0.0131590567870706	0.0184291097503533	0.773909746914871	0.7968330270041	0.808720831204224	0.855985857843213
61273	0.937810568837919	0.84643860097013	0.871651448267521	0.914208683755181	0.928778321318229	0.904637353315425	0.029925187032419	0.0333814333814334	0.0206735378715244	0.799030322298613	0.512681378500159	0.53559695140716	0.337260669369803
61324	0.919473767822492	0.877478143085827	0.877472620050548	0.816811884016569	0.920602501914731	0.875227753079222	0.0155683015334192	0.0376940133037694	0.0162714735059279	0.699660820648577	0.322504929114637	0.605694289804358	0.453495048083824
61330	0.945245669848003	0.886913826602951	0.864066674410501	0.920625539846343	0.931968633982129	0.871781650682342	0.0127012770682954	0.0365771812080537	0.0118233072417757	0.623687464632281	0.411664419950837	0.56385219222669	0.661876218675525
61340	0.957195820694304	0.925222312045271	0.912164319415375	0.954580627292312	0.951440079033361	0.706838543848684	0.0236456150853038	0.0998190591073583	0.0200491269999336	0.0687089013632718	0.554984290202799	0.799930806108832	0.396564733034486
60892	0.903566710700132	0.805205047318612	0.79397220564413	0.872140479003329	0.903066666666667	0.781948298524901	0.0129336395503445	0.015781563960986	0.018784304776546	0.586512186261037	0.404667547335975	0.610616040294459	0.504446682236939
60899	0.904953836059427	0.892361111111111	0.846354259609551	0.869687011797662	0.885273076251963	0.825759436665848	0.0134490487959078	0.0213626352465429	0.0204767726161369	0.595888268324062	0.618426054999366	0.624218636429714	0.401605291816238
60896	0.918375995931514	0.849797219003476	0.848483759701063	0.835070900738965	0.891653260503573	0.878209990248131	0.0182396621034842	0.028826416778224	0.0173032045079401	0.537295549906732	0.553114571746385	0.499427074807661	0.445889731642752
60913	0.925175467914438	0.796758946657664	0.839544250517072	0.874313782143889	0.890689281847708	0.826412738058071	0.0171049160144227	0.0377618522601985	0.019643168477945	0.584719886143097	0.434837621256854	0.596436301336302	0.555176855639211
60918	0.929723187443876	0.793650793650794	0.836487638533674	0.865611675959331	0.885464798981263	0.815777999252523	0.0184953413989709	0.0500217485863419	0.0241879751209399	0.437893549700824	0.413113797857673	0.617981759533673	0.289889304096454
60912	0.902701694338951	0.859860494610019	0.84938117848525	0.899458390646492	0.89549356223176	0.872569239835003	0.0182834347722413	0.0225396328284623	0.0242427799953041	0.725832519517307	0.565524659732864	0.643456695917589	0.411854728609114
60932	0.929302457199453	0.81746421056708	0.910106881680105	0.922045264040235	0.937350454617961	0.897586690425651	0.0247612309869119	0.0301768990634755	0.0366425470332851	0.40959096278795	0.687463039621526	0.475701943844492	0.608161042905501
60929	0.956839724775057	0.838831082576932	0.907949962966011	0.955245597310722	0.956122603828835	0.884727438660536	0.0212103624755975	0.0345530893821236	0.0122719374456994	0.315774827065278	0.717534849596478	0.581245923211743	0.25767509155853
58802	0.911114924284672	0.846747198369961	0.820151585215828	0.875100793617112	0.905232600867201	0.81711811643468	0.0163040683022167	0.0263224929948204	0.0151960477768745	0.272797332705989	0.433578897338403	0.702291299471239	0.717367657722988
58818	0.922645088853614	0.864464087521801	0.821130378933847	0.849414566382219	0.910796047875331	0.902099300233256	0.0226362872534968	0.0206486980356327	0.00783699059561128	0.498069028432416	0.543893648511867	0.562432286023835	0.601490302078387
58822	0.91720305987017	0.843670348343246	0.81993426873973	0.829568168960966	0.926351782963214	0.856540217220211	0.0165107429501986	0.020418791195125	0.0103514914204644	0.794610300657483	0.86046511627907	0.642716084297988	0.534451932333929
58825	0.927313560530443	0.83448071381582	0.851306752296851	0.832459521973786	0.912373465057223	0.878898966596088	0.0177929924718013	0.0171318736419856	0.0187408332880656	0.361541792983976	0.656718124642653	0.668570612594602	0.598034882534934
58823	0.930986987567509	0.828156937619697	0.863035041500241	0.842140074961417	0.913684210526316	0.828833045665974	0.0152878077621521	0.0367715929432806	0.0169690770947346	0.596623264177961	0.551536523929471	0.645951267536303	0.58211282885815
58879	0.936931514525728	0.8370878750865	0.865692479523455	0.85671458810233	0.915319419034462	0.839276350288411	0.0172230798919336	0.0324613657946991	0.0281350482315113	0.347137857807588	0.456840469948539	0.577488784144472	0.647216552431899
58875	0.937594553706505	0.862075677528721	0.859708069402369	0.889128919860627	0.914048107544592	0.842130191527782	0.023075155188033	0.0323428008537186	0.0134364244967234	0.225839276395895	0.624223602484472	0.591025702871126	0.844031356721515
58896	0.925937510860877	0.861608947581189	0.847609850313858	0.836373179372786	0.926968400510396	0.8756339048539	0.0203127283355254	0.0290028542491483	0.0132381649585163	0.797577193518802	0.60828506673382	0.580046911649726	0.301659056776834
58901	0.926857873973771	0.825274493243243	0.834831834831835	0.841398942659618	0.913743149369917	0.85619270697782	0.0120599019304678	0.0245094237182968	0.00967427042305507	0.714742487899411	0.543040456246658	0.614287441073371	0.51574115162935
58922	0.918305304010349	0.800237063255656	0.851921776375113	0.815537796410324	0.937576538936048	0.896700063833921	0.0179591193730062	0.0131675903132027	0.0211888147506749	0.536075644423031	0.568065873086906	0.577985841516328	0.424064424443392
58921	0.914754098360656	0.811127691323812	0.850111868971092	0.839584336934829	0.906916144909703	0.876058078467717	0.0222050676596131	0.0532563891178895	0.0176912433287211	0.727283913224549	0.661841212395386	0.465362438739643	0.541786962628172
58945	0.925838450637695	0.830089820359281	0.811211119972656	0.835603039650892	0.903472337597608	0.83054739620236	0.0206782755688219	0.0594330337094338	0.0162104941620101	0.877038342882327	0.567529995771224	0.677856681730148	0.586130028289287
58947	0.926991952439643	0.819081424115306	0.819504060772628	0.803584818081194	0.911959056750454	0.824151175295744	0.0214853882068131	0.0298115907464822	0.00890688259109312	0.441458442589893	0.747381546134663	0.656836798991808	0.537305320843078
58971	0.92777070459274	0.78315446531238	0.856436206607079	0.856475199758782	0.924515853611208	0.875072935540337	0.0148845909243949	0.0272756119051078	0.0230796604138071	0.70528232107677	0.313387735353094	0.613568113568114	0.531491619671379
58972	0.941937403489264	0.82630173564753	0.871603920760604	0.900100943297713	0.939702643171806	0.885494375370041	0.0201000327209835	0.0369458128078818	0.0142832762835654	0.421439640241864	0.620398177153992	0.662886437781575	0.655960900680747
58976	0.918853073463268	0.833844866071429	0.85592464055528	0.860180669917659	0.916663178602821	0.863150440090379	0.00896456609378315	0.0327689787001638	0.0174011016524787	0.712847520779593	0.543190249072602	0.373887240356083	0.421271793275218
59006	0.915701745397411	0.800430982880402	0.840949008090755	0.866204417051875	0.924472780016515	0.887623486166267	0.0154095701540957	0.0118879560145627	0.0202261599440429	0.590002524614996	0.704807465275996	0.500059577078796	0.390475753987123
59047	0.940979160719383	0.777311827956989	0.863226887738305	0.867188880381648	0.92082898464291	0.894405347215527	0.00960016340703672	0.0243520476078616	0.00983376948877668	0.39942406220943	0.765663036515054	0.471755539323107	0.444548676255993
